Fecha,Valor IPSA
1998-08-20,761.05
1998-08-21,740.46
1998-08-24,726.73
1998-08-25,733.03
1998-08-26,704.0
1998-08-27,660.22
1998-08-28,661.35
1998-08-31,633.1
1998-09-01,662.14
1998-09-02,648.18
1998-09-03,626.24
1998-09-04,607.56
1998-09-07,614.87
1998-09-08,611.72
1998-09-09,605.98
1998-09-10,561.31
1998-09-14,554.78
1998-09-15,603.17
1998-09-16,600.92
1998-09-17,593.15
1998-09-21,592.48
1998-09-22,615.55
1998-09-23,668.66
1998-09-24,649.31
1998-09-25,655.27
1998-09-28,674.85
1998-09-29,673.61
1998-09-30,669.0
1998-10-01,649.98
1998-10-02,666.86
1998-10-05,653.92
1998-10-06,653.02
1998-10-07,640.53
1998-10-08,622.97
1998-10-09,643.57
1998-10-13,652.91
1998-10-14,663.49
1998-10-15,672.94
1998-10-16,673.95
1998-10-19,681.83
1998-10-20,696.57
1998-10-21,679.46
1998-10-22,698.71
1998-10-23,705.12
1998-10-26,700.51
1998-10-27,708.16
1998-10-28,704.0
1998-10-29,705.68
1998-10-30,732.92
1998-11-02,745.86
1998-11-03,776.47
1998-11-04,792.11
1998-11-05,794.7
1998-11-06,806.74
1998-11-09,796.72
1998-11-10,794.81
1998-11-11,820.24
1998-11-12,813.26
1998-11-13,807.98
1998-11-16,799.87
1998-11-17,802.01
1998-11-18,801.45
1998-11-19,817.32
1998-11-20,821.48
1998-11-23,825.87
1998-11-24,821.93
1998-11-25,824.41
1998-11-26,832.17
1998-11-27,836.56
1998-11-30,829.02
1998-12-01,820.47
1998-12-02,797.29
1998-12-03,780.07
1998-12-04,769.72
1998-12-07,771.97
1998-12-09,752.72
1998-12-10,749.57
1998-12-11,740.01
1998-12-14,727.74
1998-12-15,753.96
1998-12-16,757.0
1998-12-17,775.12
1998-12-18,784.34
1998-12-21,804.71
1998-12-22,796.39
1998-12-23,802.35
1998-12-24,799.31
1998-12-28,779.96
1998-12-29,783.89
1998-12-30,786.71
1999-01-04,793.46
1999-01-05,795.82
1999-01-06,799.76
1999-01-07,790.08
1999-01-08,785.02
1999-01-11,764.31
1999-01-12,742.71
1999-01-13,705.8
1999-01-14,687.0
1999-01-15,705.8
1999-01-18,711.76
1999-01-19,707.49
1999-01-20,727.85
1999-01-21,734.61
1999-01-22,740.68
1999-01-25,795.6
1999-01-26,813.04
1999-01-27,810.56
1999-01-28,814.39
1999-01-29,810.45
1999-02-01,822.38
1999-02-02,820.35
1999-02-03,818.67
1999-02-04,815.74
1999-02-05,817.77
1999-02-08,827.22
1999-02-09,843.76
1999-02-10,858.16
1999-02-11,876.73
1999-02-12,869.31
1999-02-15,868.74
1999-02-16,872.34
1999-02-17,871.67
1999-02-18,886.07
1999-02-19,899.8
1999-02-22,892.26
1999-02-23,876.73
1999-02-24,885.17
1999-02-25,878.42
1999-02-26,859.63
1999-03-01,858.28
1999-03-02,849.5
1999-03-03,868.97
1999-03-04,896.88
1999-03-05,898.23
1999-03-08,901.38
1999-03-09,897.21
1999-03-10,905.99
1999-03-11,899.58
1999-03-12,905.88
1999-03-15,907.34
1999-03-16,908.02
1999-03-17,905.09
1999-03-18,910.6
1999-03-19,919.49
1999-03-22,918.71
1999-03-23,909.82
1999-03-24,908.69
1999-03-25,916.57
1999-03-26,917.47
1999-03-29,915.44
1999-03-30,919.04
1999-03-31,931.65
1999-04-01,938.96
1999-04-05,947.29
1999-04-06,945.94
1999-04-07,956.29
1999-04-08,970.92
1999-04-09,971.26
1999-04-12,975.42
1999-04-13,982.96
1999-04-14,986.45
1999-04-15,990.05
1999-04-16,998.94
1999-04-19,1016.83
1999-04-20,1038.89
1999-04-21,1002.99
1999-04-22,979.59
1999-04-23,955.5
1999-04-26,926.02
1999-04-27,914.99
1999-04-28,936.94
1999-04-29,927.82
1999-04-30,939.86
1999-05-03,932.1
1999-05-04,935.14
1999-05-05,937.95
1999-05-06,937.16
1999-05-07,958.54
1999-05-10,980.37
1999-05-11,960.57
1999-05-12,958.21
1999-05-13,987.46
1999-05-14,965.52
1999-05-17,951.34
1999-05-18,949.88
1999-05-19,934.91
1999-05-20,930.97
1999-05-24,906.67
1999-05-25,893.84
1999-05-26,919.16
1999-05-27,904.3
1999-05-28,903.06
1999-05-31,897.66
1999-06-01,906.67
1999-06-02,909.37
1999-06-04,922.31
1999-06-07,931.76
1999-06-08,937.95
1999-06-09,939.19
1999-06-10,941.78
1999-06-11,948.75
1999-06-14,942.23
1999-06-15,944.81
1999-06-16,971.03
1999-06-17,980.94
1999-06-18,984.88
1999-06-21,1001.08
1999-06-22,996.02
1999-06-23,980.82
1999-06-24,979.25
1999-06-25,972.72
1999-06-28,971.6
1999-06-30,1006.03
1999-07-01,1031.8
1999-07-02,1048.91
1999-07-05,1058.25
1999-07-06,1068.37
1999-07-07,1071.07
1999-07-08,1062.75
1999-07-09,1074.11
1999-07-12,1062.63
1999-07-13,1067.92
1999-07-14,1058.81
1999-07-15,1061.62
1999-07-16,1059.6
1999-07-19,1047.67
1999-07-20,1050.93
1999-07-21,1060.61
1999-07-22,1058.02
1999-07-23,1030.45
1999-07-26,1009.07
1999-07-27,1005.36
1999-07-28,1019.87
1999-07-29,1014.13
1999-07-30,1014.02
1999-08-02,1020.44
1999-08-03,1024.15
1999-08-04,1036.08
1999-08-05,1030.0
1999-08-06,1030.34
1999-08-09,1015.93
1999-08-10,1004.91
1999-08-11,998.38
1999-08-12,999.84
1999-08-13,1002.21
1999-08-16,997.25
1999-08-17,995.9
1999-08-18,981.05
1999-08-19,975.31
1999-08-20,978.46
1999-08-23,984.76
1999-08-24,988.25
1999-08-25,1007.61
1999-08-26,1011.32
1999-08-27,1007.72
1999-08-30,1010.64
1999-08-31,1008.39
1999-09-01,1033.71
1999-09-02,1031.13
1999-09-03,1046.09
1999-09-07,1045.98
1999-09-08,1046.65
1999-09-09,1073.66
1999-09-10,1069.61
1999-09-13,1062.63
1999-09-14,1063.42
1999-09-15,1051.94
1999-09-16,1037.54
1999-09-17,1030.56
1999-09-20,1039.45
1999-09-21,1027.41
1999-09-22,1028.54
1999-09-23,1017.06
1999-09-24,1014.92
1999-09-27,1010.76
1999-09-28,1000.07
1999-09-29,991.06
1999-09-30,984.31
1999-10-01,985.1
1999-10-04,990.05
1999-10-05,996.13
1999-10-06,989.04
1999-10-07,988.03
1999-10-08,978.12
1999-10-11,972.61
1999-10-13,951.45
1999-10-14,952.92
1999-10-15,929.96
1999-10-18,912.63
1999-10-19,917.47
1999-10-20,950.1
1999-10-21,964.84
1999-10-22,971.6
1999-10-25,957.08
1999-10-26,943.69
1999-10-27,938.62
1999-10-28,958.32
1999-10-29,987.69
1999-11-02,1004.01
1999-11-03,1009.63
1999-11-04,1003.67
1999-11-05,1023.47
1999-11-08,1019.53
1999-11-09,1026.74
1999-11-10,1026.4
1999-11-11,1026.17
1999-11-12,1028.99
1999-11-15,1042.04
1999-11-16,1048.68
1999-11-17,1040.58
1999-11-18,1046.2
1999-11-19,1045.98
1999-11-22,1032.03
1999-11-23,1028.42
1999-11-24,1022.35
1999-11-25,1031.58
1999-11-26,1043.62
1999-11-29,1058.25
1999-11-30,1058.47
1999-12-01,1069.95
1999-12-02,1081.31
1999-12-03,1093.24
1999-12-06,1088.18
1999-12-07,1080.08
1999-12-09,1082.1
1999-12-10,1076.7
1999-12-13,1084.02
1999-12-14,1084.35
1999-12-15,1076.03
1999-12-16,1079.18
1999-12-17,1098.31
1999-12-20,1101.46
1999-12-21,1107.65
1999-12-22,1104.83
1999-12-23,1111.81
1999-12-24,1079.01
1999-12-27,1108.88
1999-12-28,1101.91
1999-12-29,1113.27
1999-12-30,1125.31
2000-01-03,1137.58
2000-01-04,1121.94
2000-01-05,1124.19
2000-01-06,1120.59
2000-01-07,1127.57
2000-01-10,1146.92
2000-01-11,1142.08
2000-01-12,1153.56
2000-01-13,1196.1
2000-01-14,1214.33
2000-01-17,1229.52
2000-01-18,1216.58
2000-01-19,1210.84
2000-01-20,1210.73
2000-01-21,1208.25
2000-01-24,1180.68
2000-01-25,1166.5
2000-01-26,1166.16
2000-01-27,1161.55
2000-01-28,1163.13
2000-01-31,1151.42
2000-02-01,1151.31
2000-02-02,1165.15
2000-02-03,1186.08
2000-02-04,1214.21
2000-02-07,1213.65
2000-02-08,1232.44
2000-02-09,1225.92
2000-02-10,1218.15
2000-02-11,1223.44
2000-02-14,1201.72
2000-02-15,1190.25
2000-02-16,1172.24
2000-02-17,1164.03
2000-02-18,1135.89
2000-02-21,1133.87
2000-02-22,1106.07
2000-02-23,1110.01
2000-02-24,1093.24
2000-02-25,1077.94
2000-02-28,1079.63
2000-02-29,1106.18
2000-03-01,1131.62
2000-03-02,1132.18
2000-03-03,1145.01
2000-03-06,1136.12
2000-03-07,1118.56
2000-03-08,1138.48
2000-03-09,1121.83
2000-03-10,1123.18
2000-03-13,1107.2
2000-03-14,1101.8
2000-03-15,1105.85
2000-03-16,1109.0
2000-03-17,1121.15
2000-03-20,1124.3
2000-03-21,1130.72
2000-03-22,1128.8
2000-03-23,1133.3
2000-03-24,1149.17
2000-03-27,1155.59
2000-03-28,1143.99
2000-03-29,1135.55
2000-03-30,1121.6
2000-03-31,1128.58
2000-04-03,1119.35
2000-04-04,1102.81
2000-04-05,1120.48
2000-04-06,1129.03
2000-04-07,1155.25
2000-04-10,1146.7
2000-04-11,1141.97
2000-04-12,1126.89
2000-04-13,1111.81
2000-04-14,1092.12
2000-04-17,1080.64
2000-04-18,1083.12
2000-04-19,1083.23
2000-04-20,1093.81
2000-04-24,1078.84
2000-04-25,1098.87
2000-04-26,1097.97
2000-04-27,1091.44
2000-04-28,1075.01
2000-05-02,1079.74
2000-05-03,1064.21
2000-05-04,1064.32
2000-05-05,1082.67
2000-05-08,1074.34
2000-05-09,1078.05
2000-05-10,1070.96
2000-05-11,1082.67
2000-05-12,1124.86
2000-05-15,1166.16
2000-05-16,1165.15
2000-05-17,1150.41
2000-05-18,1149.51
2000-05-19,1147.48
2000-05-22,1128.92
2000-05-23,1127.0
2000-05-24,1130.83
2000-05-25,1117.55
2000-05-26,1105.51
2000-05-29,1106.18
2000-05-30,1117.1
2000-05-31,1124.19
2000-06-01,1130.38
2000-06-02,1134.2
2000-06-05,1118.56
2000-06-06,1117.66
2000-06-07,1116.31
2000-06-08,1114.29
2000-06-09,1121.94
2000-06-12,1108.55
2000-06-13,1111.02
2000-06-14,1112.37
2000-06-15,1106.86
2000-06-16,1109.11
2000-06-20,1096.84
2000-06-21,1099.99
2000-06-22,1099.99
2000-06-23,1094.82
2000-06-27,1100.11
2000-06-28,1099.21
2000-06-29,1101.01
2000-06-30,1108.66
2000-07-03,1112.04
2000-07-04,1112.15
2000-07-05,1120.93
2000-07-06,1115.86
2000-07-07,1121.6
2000-07-10,1127.9
2000-07-11,1131.28
2000-07-12,1130.38
2000-07-13,1112.37
2000-07-14,1110.01
2000-07-17,1114.4
2000-07-18,1109.79
2000-07-19,1106.18
2000-07-20,1117.66
2000-07-21,1123.51
2000-07-24,1123.18
2000-07-25,1108.77
2000-07-26,1099.88
2000-07-27,1096.28
2000-07-28,1076.7
2000-07-31,1074.79
2000-08-01,1101.01
2000-08-02,1107.08
2000-08-03,1113.05
2000-08-04,1115.07
2000-08-07,1114.06
2000-08-08,1113.05
2000-08-10,1122.16
2000-08-11,1117.32
2000-08-14,1115.52
2000-08-16,1112.94
2000-08-17,1117.44
2000-08-18,1126.55
2000-08-21,1123.29
2000-08-22,1122.39
2000-08-23,1119.13
2000-08-24,1110.35
2000-08-25,1101.91
2000-08-28,1102.7
2000-08-29,1120.14
2000-08-30,1116.54
2000-08-31,1123.29
2000-09-01,1139.61
2000-09-05,1131.5
2000-09-06,1125.31
2000-09-07,1128.35
2000-09-08,1127.45
2000-09-11,1127.11
2000-09-12,1119.8
2000-09-13,1120.93
2000-09-14,1129.48
2000-09-15,1140.17
2000-09-20,1130.72
2000-09-21,1125.54
2000-09-22,1123.4
2000-09-25,1115.64
2000-09-26,1099.21
2000-09-27,1096.39
2000-09-28,1103.6
2000-09-29,1109.79
2000-10-02,1102.36
2000-10-03,1091.67
2000-10-04,1089.3
2000-10-05,1094.37
2000-10-06,1094.26
2000-10-10,1085.7
2000-10-11,1074.23
2000-10-13,1054.87
2000-10-16,1055.88
2000-10-17,1034.05
2000-10-18,1010.76
2000-10-19,1020.21
2000-10-20,1018.3
2000-10-23,1024.82
2000-10-24,1032.93
2000-10-25,1033.04
2000-10-26,1023.36
2000-10-27,1049.24
2000-10-30,1041.37
2000-10-31,1060.72
2000-11-02,1067.92
2000-11-03,1100.56
2000-11-06,1117.66
2000-11-07,1121.49
2000-11-08,1115.19
2000-11-09,1103.93
2000-11-10,1105.06
2000-11-13,1095.27
2000-11-14,1097.52
2000-11-15,1097.74
2000-11-16,1094.71
2000-11-17,1100.33
2000-11-20,1095.27
2000-11-21,1104.61
2000-11-22,1097.29
2000-11-23,1100.22
2000-11-24,1103.37
2000-11-27,1103.15
2000-11-28,1093.13
2000-11-29,1091.1
2000-11-30,1086.49
2000-12-01,1088.29
2000-12-04,1087.73
2000-12-05,1094.82
2000-12-06,1092.46
2000-12-07,1088.4
2000-12-11,1090.54
2000-12-12,1102.13
2000-12-13,1103.82
2000-12-14,1105.06
2000-12-15,1094.59
2000-12-18,1088.97
2000-12-19,1090.09
2000-12-20,1072.42
2000-12-21,1073.1
2000-12-22,1066.69
2000-12-26,1059.03
2000-12-27,1065.0
2000-12-28,1083.9
2000-12-29,1084.47
2001-01-02,1077.74
2001-01-03,1083.71
2001-01-04,1093.03
2001-01-05,1098.02
2001-01-08,1094.44
2001-01-09,1091.62
2001-01-10,1094.98
2001-01-11,1101.71
2001-01-12,1102.25
2001-01-15,1107.56
2001-01-16,1109.73
2001-01-17,1118.41
2001-01-18,1133.81
2001-01-19,1134.35
2001-01-22,1141.4
2001-01-23,1143.68
2001-01-24,1136.41
2001-01-25,1133.59
2001-01-26,1131.21
2001-01-29,1129.04
2001-01-30,1131.75
2001-01-31,1138.47
2001-02-01,1134.89
2001-02-02,1130.56
2001-02-05,1124.37
2001-02-06,1118.41
2001-02-07,1106.48
2001-02-08,1108.43
2001-02-09,1109.08
2001-02-12,1101.06
2001-02-13,1105.07
2001-02-14,1098.35
2001-02-15,1104.75
2001-02-16,1098.67
2001-02-19,1100.08
2001-02-20,1101.93
2001-02-21,1095.09
2001-02-22,1093.79
2001-02-23,1089.13
2001-02-26,1090.97
2001-02-27,1092.06
2001-02-28,1096.5
2001-03-01,1089.67
2001-03-02,1094.77
2001-03-05,1090.76
2001-03-06,1100.84
2001-03-07,1111.69
2001-03-08,1110.93
2001-03-09,1105.72
2001-03-12,1084.25
2001-03-13,1080.89
2001-03-14,1062.45
2001-03-15,1062.99
2001-03-16,1062.23
2001-03-19,1061.91
2001-03-20,1058.98
2001-03-21,1050.09
2001-03-22,1033.82
2001-03-23,1041.41
2001-03-26,1048.14
2001-03-27,1052.58
2001-03-28,1049.65
2001-03-29,1047.92
2001-03-30,1062.67
2001-04-02,1065.81
2001-04-03,1052.58
2001-04-04,1051.39
2001-04-05,1061.37
2001-04-06,1052.91
2001-04-09,1055.51
2001-04-10,1051.5
2001-04-11,1052.91
2001-04-12,1052.47
2001-04-16,1050.2
2001-04-17,1057.25
2001-04-18,1073.84
2001-04-19,1086.09
2001-04-20,1083.16
2001-04-23,1078.61
2001-04-24,1072.32
2001-04-25,1072.43
2001-04-26,1084.03
2001-04-27,1102.25
2001-04-30,1105.61
2001-05-02,1115.48
2001-05-03,1110.6
2001-05-04,1125.68
2001-05-07,1133.59
2001-05-08,1146.28
2001-05-09,1145.3
2001-05-10,1153.0
2001-05-11,1157.56
2001-05-14,1154.2
2001-05-15,1150.4
2001-05-16,1149.21
2001-05-17,1155.82
2001-05-18,1166.13
2001-05-22,1168.95
2001-05-23,1164.28
2001-05-24,1169.7
2001-05-25,1178.71
2001-05-28,1180.98
2001-05-29,1187.71
2001-05-30,1192.37
2001-05-31,1207.66
2001-06-01,1204.52
2001-06-04,1193.78
2001-06-05,1185.65
2001-06-06,1184.13
2001-06-07,1188.47
2001-06-08,1194.32
2001-06-12,1188.36
2001-06-13,1199.96
2001-06-14,1207.99
2001-06-15,1206.79
2001-06-18,1187.38
2001-06-19,1180.55
2001-06-20,1171.55
2001-06-21,1174.48
2001-06-22,1181.74
2001-06-25,1177.51
2001-06-26,1168.84
2001-06-27,1159.94
2001-06-28,1164.72
2001-06-29,1169.27
2001-07-03,1168.73
2001-07-04,1175.13
2001-07-05,1185.21
2001-07-06,1181.2
2001-07-09,1179.46
2001-07-10,1170.46
2001-07-11,1166.23
2001-07-12,1151.81
2001-07-13,1151.59
2001-07-16,1145.09
2001-07-17,1157.88
2001-07-18,1147.58
2001-07-19,1144.65
2001-07-20,1163.63
2001-07-23,1173.39
2001-07-24,1172.85
2001-07-25,1185.1
2001-07-26,1186.73
2001-07-27,1192.15
2001-07-30,1195.73
2001-07-31,1201.26
2001-08-01,1196.82
2001-08-02,1203.32
2001-08-03,1203.87
2001-08-06,1201.05
2001-08-07,1203.0
2001-08-08,1213.08
2001-08-09,1219.7
2001-08-10,1229.35
2001-08-13,1232.71
2001-08-14,1244.1
2001-08-16,1253.21
2001-08-17,1237.16
2001-08-20,1248.76
2001-08-21,1249.41
2001-08-22,1246.48
2001-08-23,1231.74
2001-08-24,1235.42
2001-08-27,1231.74
2001-08-28,1244.53
2001-08-29,1246.48
2001-08-30,1235.53
2001-08-31,1239.65
2001-09-04,1227.62
2001-09-05,1233.04
2001-09-06,1228.92
2001-09-07,1222.84
2001-09-10,1211.89
2001-09-11,1177.95
2001-09-12,1187.82
2001-09-13,1164.72
2001-09-14,1143.24
2001-09-17,1164.07
2001-09-20,1133.48
2001-09-21,1105.07
2001-09-24,1109.73
2001-09-25,1102.03
2001-09-26,1094.88
2001-09-27,1081.75
2001-09-28,1070.48
2001-10-01,1066.68
2001-10-02,1062.23
2001-10-03,1057.57
2001-10-04,1045.97
2001-10-05,1034.8
2001-10-08,1014.41
2001-10-09,1022.76
2001-10-10,1053.02
2001-10-11,1076.44
2001-10-12,1069.28
2001-10-16,1087.18
2001-10-17,1102.68
2001-10-18,1102.9
2001-10-19,1100.19
2001-10-22,1114.29
2001-10-23,1127.41
2001-10-24,1131.31
2001-10-25,1122.64
2001-10-26,1137.06
2001-10-29,1118.3
2001-10-30,1118.41
2001-10-31,1121.88
2001-11-02,1115.16
2001-11-05,1126.33
2001-11-06,1139.88
2001-11-07,1163.2
2001-11-08,1177.73
2001-11-09,1177.19
2001-11-12,1179.57
2001-11-13,1192.7
2001-11-14,1199.85
2001-11-15,1199.42
2001-11-16,1215.25
2001-11-19,1237.38
2001-11-20,1222.3
2001-11-21,1221.87
2001-11-22,1226.1
2001-11-23,1226.64
2001-11-26,1223.82
2001-11-27,1210.48
2001-11-28,1188.68
2001-11-29,1187.92
2001-11-30,1192.15
2001-12-03,1184.89
2001-12-04,1186.19
2001-12-05,1197.79
2001-12-06,1192.04
2001-12-07,1195.73
2001-12-10,1191.5
2001-12-11,1191.29
2001-12-12,1178.27
2001-12-13,1180.22
2001-12-14,1189.12
2001-12-17,1188.9
2001-12-18,1195.73
2001-12-19,1193.24
2001-12-20,1175.78
2001-12-21,1187.6
2001-12-24,1190.31
2001-12-26,1186.41
2001-12-27,1187.38
2001-12-28,1183.15
2002-01-02,1185.75
2002-01-03,1195.93
2002-01-04,1203.38
2002-01-07,1188.95
2002-01-08,1168.01
2002-01-09,1148.13
2002-01-10,1152.04
2002-01-11,1154.16
2002-01-14,1140.32
2002-01-15,1140.8
2002-01-16,1137.96
2002-01-17,1145.41
2002-01-18,1142.21
2002-01-21,1143.52
2002-01-22,1143.87
2002-01-23,1143.63
2002-01-24,1157.71
2002-01-25,1154.87
2002-01-28,1152.15
2002-01-29,1155.11
2002-01-30,1149.31
2002-01-31,1153.1
2002-02-01,1156.77
2002-02-04,1150.73
2002-02-05,1136.89
2002-02-06,1133.1
2002-02-07,1132.39
2002-02-08,1129.79
2002-02-11,1124.59
2002-02-12,1127.9
2002-02-13,1138.55
2002-02-14,1142.21
2002-02-15,1144.11
2002-02-18,1145.41
2002-02-19,1133.46
2002-02-20,1122.22
2002-02-21,1127.78
2002-02-22,1125.65
2002-02-25,1136.18
2002-02-26,1137.84
2002-02-27,1138.43
2002-02-28,1144.46
2002-03-01,1156.77
2002-03-04,1179.96
2002-03-05,1179.48
2002-03-06,1190.37
2002-03-07,1201.25
2002-03-08,1203.03
2002-03-11,1191.67
2002-03-12,1181.38
2002-03-13,1185.75
2002-03-14,1181.73
2002-03-15,1187.77
2002-03-18,1189.07
2002-03-19,1181.14
2002-03-20,1178.77
2002-03-21,1193.21
2002-03-22,1189.42
2002-03-25,1181.97
2002-03-26,1182.32
2002-03-27,1159.13
2002-03-28,1163.63
2002-04-01,1151.33
2002-04-02,1139.97
2002-04-03,1146.36
2002-04-04,1150.26
2002-04-05,1151.8
2002-04-08,1146.36
2002-04-09,1154.64
2002-04-10,1156.06
2002-04-11,1149.31
2002-04-12,1146.47
2002-04-15,1139.38
2002-04-16,1153.69
2002-04-17,1152.74
2002-04-18,1147.42
2002-04-19,1150.73
2002-04-22,1144.23
2002-04-23,1139.49
2002-04-25,1129.67
2002-04-26,1130.62
2002-04-29,1127.07
2002-04-30,1137.84
2002-05-02,1141.86
2002-05-03,1140.91
2002-05-06,1142.1
2002-05-07,1143.4
2002-05-08,1148.96
2002-05-09,1145.88
2002-05-10,1141.74
2002-05-13,1136.89
2002-05-14,1134.52
2002-05-15,1129.2
2002-05-16,1137.13
2002-05-17,1138.43
2002-05-20,1139.61
2002-05-22,1131.92
2002-05-23,1123.76
2002-05-24,1125.89
2002-05-28,1113.11
2002-05-29,1101.28
2002-05-30,1098.32
2002-05-31,1099.74
2002-06-03,1090.04
2002-06-04,1080.34
2002-06-05,1076.67
2002-06-06,1069.81
2002-06-07,1079.03
2002-06-10,1078.32
2002-06-11,1062.23
2002-06-12,1053.83
2002-06-13,1056.67
2002-06-14,1063.54
2002-06-17,1077.5
2002-06-18,1076.43
2002-06-19,1067.32
2002-06-20,1055.49
2002-06-21,1042.0
2002-06-24,1050.64
2002-06-25,1050.88
2002-06-26,1031.47
2002-06-27,1033.36
2002-06-28,1031.95
2002-07-01,1027.69
2002-07-02,1024.02
2002-07-03,1004.26
2002-07-04,1008.99
2002-07-05,1015.5
2002-07-08,1008.05
2002-07-09,1002.48
2002-07-10,986.04
2002-07-11,976.46
2002-07-12,981.9
2002-07-15,962.02
2002-07-16,953.15
2002-07-17,952.56
2002-07-18,967.23
2002-07-19,968.17
2002-07-22,950.66
2002-07-23,944.75
2002-07-24,963.8
2002-07-25,957.05
2002-07-26,974.33
2002-07-29,1002.13
2002-07-30,1030.29
2002-07-31,1039.64
2002-08-01,1021.77
2002-08-02,1021.3
2002-08-05,1001.3
2002-08-06,1019.64
2002-08-07,1045.43
2002-08-08,1070.75
2002-08-09,1052.18
2002-08-12,1043.78
2002-08-13,1041.06
2002-08-14,1052.65
2002-08-16,1057.38
2002-08-19,1055.61
2002-08-20,1037.27
2002-08-21,1035.38
2002-08-22,1043.66
2002-08-23,1042.0
2002-08-26,1041.29
2002-08-27,1030.17
2002-08-28,1015.03
2002-08-29,1020.47
2002-08-30,1022.36
2002-09-02,1015.26
2002-09-03,1006.15
2002-09-04,1007.69
2002-09-05,991.36
2002-09-06,997.04
2002-09-09,1004.85
2002-09-10,1008.52
2002-09-11,1015.5
2002-09-12,1002.25
2002-09-13,996.1
2002-09-16,987.22
2002-09-17,985.57
2002-09-20,965.81
2002-09-23,948.65
2002-09-24,933.03
2002-09-25,942.62
2002-09-26,946.64
2002-09-27,937.17
2002-09-30,927.47
2002-10-01,943.09
2002-10-02,931.97
2002-10-03,935.4
2002-10-04,951.37
2002-10-07,925.34
2002-10-08,918.01
2002-10-09,894.82
2002-10-10,902.98
2002-10-11,910.32
2002-10-14,906.18
2002-10-15,899.67
2002-10-16,885.71
2002-10-17,898.6
2002-10-18,918.84
2002-10-21,917.18
2002-10-22,912.92
2002-10-23,916.47
2002-10-24,926.64
2002-10-25,930.19
2002-10-28,936.46
2002-10-29,932.92
2002-10-30,948.41
2002-10-31,958.59
2002-11-04,962.85
2002-11-05,971.01
2002-11-06,973.26
2002-11-07,956.11
2002-11-08,949.83
2002-11-11,942.03
2002-11-12,942.03
2002-11-13,948.41
2002-11-14,966.28
2002-11-15,974.44
2002-11-18,973.26
2002-11-19,966.04
2002-11-20,961.19
2002-11-21,965.93
2002-11-22,966.64
2002-11-25,954.09
2002-11-26,944.51
2002-11-27,950.07
2002-11-28,954.45
2002-11-29,960.36
2002-12-02,959.18
2002-12-03,958.0
2002-12-04,954.45
2002-12-05,959.65
2002-12-06,971.13
2002-12-09,962.38
2002-12-10,960.6
2002-12-11,966.04
2002-12-12,964.62
2002-12-13,965.33
2002-12-16,967.82
2002-12-17,974.56
2002-12-18,994.79
2002-12-19,1006.27
2002-12-20,1004.85
2002-12-23,1007.34
2002-12-24,996.1
2002-12-26,996.92
2002-12-27,998.23
2002-12-30,1000.0
2003-01-02,999.51
2003-01-03,1008.46
2003-01-06,1020.19
2003-01-07,1014.98
2003-01-08,1005.77
2003-01-09,1021.23
2003-01-10,1030.2
2003-01-13,1030.85
2003-01-14,1035.68
2003-01-15,1028.47
2003-01-16,1018.85
2003-01-17,1012.91
2003-01-20,1017.96
2003-01-21,1006.29
2003-01-22,1004.04
2003-01-23,1003.89
2003-01-24,994.0
2003-01-27,982.17
2003-01-28,988.65
2003-01-29,984.43
2003-01-30,989.55
2003-01-31,1001.99
2003-02-03,1003.84
2003-02-04,1004.77
2003-02-05,1013.35
2003-02-06,1010.52
2003-02-07,1015.24
2003-02-10,1013.89
2003-02-11,1015.24
2003-02-12,1017.42
2003-02-13,1012.79
2003-02-14,1011.29
2003-02-17,1012.14
2003-02-18,1009.84
2003-02-19,1004.16
2003-02-20,1005.54
2003-02-21,1008.27
2003-02-24,998.64
2003-02-25,998.47
2003-02-26,998.63
2003-02-27,1007.13
2003-02-28,1014.94
2003-03-03,1013.78
2003-03-04,1013.39
2003-03-05,1013.38
2003-03-06,1024.39
2003-03-07,1035.26
2003-03-10,1019.96
2003-03-11,1012.79
2003-03-12,1018.72
2003-03-13,1019.18
2003-03-14,1017.52
2003-03-17,1014.05
2003-03-18,1015.07
2003-03-19,1017.13
2003-03-20,1023.22
2003-03-21,1022.98
2003-03-24,1012.22
2003-03-25,1011.27
2003-03-26,1007.9
2003-03-27,1003.92
2003-03-28,1009.34
2003-03-31,1009.13
2003-04-01,1006.93
2003-04-02,1013.12
2003-04-03,1016.43
2003-04-04,1018.79
2003-04-07,1026.47
2003-04-08,1025.55
2003-04-09,1031.89
2003-04-10,1043.98
2003-04-11,1052.4
2003-04-14,1063.6
2003-04-15,1068.6
2003-04-16,1075.03
2003-04-17,1086.48
2003-04-21,1089.38
2003-04-22,1083.28
2003-04-23,1103.15
2003-04-24,1109.59
2003-04-25,1109.69
2003-04-28,1114.79
2003-04-29,1138.79
2003-04-30,1163.96
2003-05-02,1184.18
2003-05-05,1192.48
2003-05-06,1176.75
2003-05-07,1181.65
2003-05-08,1178.27
2003-05-09,1200.82
2003-05-12,1209.1
2003-05-13,1224.78
2003-05-14,1225.03
2003-05-15,1228.37
2003-05-16,1206.53
2003-05-19,1177.36
2003-05-20,1160.38
2003-05-22,1193.09
2003-05-23,1197.06
2003-05-26,1202.29
2003-05-27,1205.09
2003-05-28,1224.38
2003-05-29,1229.82
2003-05-30,1231.01
2003-06-02,1242.04
2003-06-03,1240.24
2003-06-04,1247.19
2003-06-05,1257.58
2003-06-06,1270.85
2003-06-09,1273.81
